É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/06/09 11:35:40

,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ
2024/10/11 23:00:00,26.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.6,8,ñkñkìå,8,1,2,8,1,70,8,1
2024/10/12 00:00:00,26.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.1,8,ñkñkìå,8,1,2,8,1,72,8,1
2024/10/12 1:00:00,26.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.1,8,ñkñkìå,8,1,2,8,1,72,8,1
2024/10/12 2:00:00,26.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.8,8,ñkñkìå,8,1,2,8,1,72,8,1
2024/10/12 3:00:00,26.0,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.0,8,ñkñkìå,8,1,2,8,1,72,8,1
2024/10/12 4:00:00,25.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.9,8,ñkñkìå,8,1,2,8,1,74,8,1
2024/10/12 5:00:00,25.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.3,8,ñkñkìå,8,1,2,8,1,74,8,1
2024/10/12 6:00:00,25.7,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,3.2,8,ñkñkìå,8,1,2,8,1,74,8,1
2024/10/12 7:00:00,25.9,8,1,0,1,8,1,,,0,1,,,0,1,0.03,8,1,,0,1,2.5,8,ñkñkìå,8,1,2,8,1,72,8,1
2024/10/12 8:00:00,26.5,8,1,0,1,8,1,,,0,1,,,0,1,0.41,8,1,,0,1,2.8,8,ñkìå,8,1,2,8,1,70,8,1
2024/10/12 9:00:00,28.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.19,8,1,,0,1,3.2,8,ìåñkìå,8,1,2,8,1,64,8,1
2024/10/12 10:00:00,29.4,8,1,0,1,8,1,,,0,1,,,0,1,2.14,8,1,,0,1,3.4,8,ìåñkìå,8,1,2,8,1,60,8,1
2024/10/12 11:00:00,29.4,8,1,0,1,8,1,,,0,1,,,0,1,2.48,8,1,,0,1,5.1,8,ìåñkìå,8,1,2,8,1,57,8,1
2024/10/12 12:00:00,30.0,8,1,0,1,8,1,,,0,1,,,0,1,2.78,8,1,,0,1,5.3,8,ìåñkìå,8,1,2,8,1,58,8,1
2024/10/12 13:00:00,29.3,8,1,0,1,8,1,,,0,1,,,0,1,2.68,8,1,,0,1,4.8,8,ìåñkìå,8,1,2,8,1,58,8,1
2024/10/12 14:00:00,29.7,8,1,0,1,8,1,,,0,1,,,0,1,2.92,8,1,,0,1,5.8,8,ìå,8,1,2,8,1,57,8,1
2024/10/12 15:00:00,29.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,2.40,8,1,,0,1,5.4,8,ìå,8,1,2,8,1,53,8,1
2024/10/12 16:00:00,28.5,8,1,0,1,8,1,,,0,1,,,0,1,1.38,8,1,,0,1,5.9,8,ìåñkìå,8,1,2,8,1,61,8,1
2024/10/12 17:00:00,28.7,8,1,0,1,8,1,,,0,1,,,0,1,0.91,8,1,,0,1,4.3,8,ìåñkìå,8,1,2,8,1,60,8,1
2024/10/12 18:00:00,27.7,8,1,0,1,8,1,,,0,1,,,0,1,0.24,8,1,,0,1,5.7,8,ìåñkìå,8,1,2,8,1,64,8,1
2024/10/12 19:00:00,27.5,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,2.9,8,ìåñkìå,8,1,2,8,1,64,8,1
2024/10/12 20:00:00,27.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.1,8,ñkìå,8,1,2,8,1,64,8,1
2024/10/12 21:00:00,27.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,4.1,8,ñkìå,8,1,2,8,1,66,8,1
2024/10/12 22:00:00,26.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.3,8,ñkìå,8,1,2,8,1,69,8,1
2024/10/12 23:00:00,26.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.0,8,ñkñkìå,8,1,2,8,1,71,8,1
2024/10/13 00:00:00,26.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.1,8,ñkñkìå,8,1,2,8,1,72,8,1
2024/10/13 1:00:00,26.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.1,8,ñkñkìå,8,1,2,8,1,73,8,1
2024/10/13 2:00:00,26.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.1,8,ñkñkìå,8,1,2,8,1,75,8,1
2024/10/13 3:00:00,26.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.6,8,ñkìå,8,1,2,8,1,79,8,1
2024/10/13 4:00:00,26.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.2,8,ìåñkìå,8,1,2,8,1,79,8,1
2024/10/13 5:00:00,26.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.2,8,ìåñkìå,8,1,2,8,1,77,8,1
2024/10/13 6:00:00,26.6,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,3.9,8,ìåñkìå,8,1,2,8,1,76,8,1
2024/10/13 7:00:00,26.7,8,1,0,1,8,1,,,0,1,,,0,1,0.03,8,1,,0,1,3.2,8,ìåñkìå,8,1,2,8,1,76,8,1
2024/10/13 8:00:00,28.1,8,1,0,1,8,1,,,0,1,,,0,1,0.63,8,1,,0,1,4.4,8,ìå,8,1,2,8,1,68,8,1
2024/10/13 9:00:00,29.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.34,8,1,,0,1,5.2,8,ìå,8,1,2,8,1,66,8,1
2024/10/13 10:00:00,30.0,8,1,0,1,8,1,,,0,1,,,0,1,1.94,8,1,,0,1,6.5,8,ìå,8,1,2,8,1,64,8,1
2024/10/13 11:00:00,30.6,8,1,0,1,8,1,,,0,1,,,0,1,2.45,8,1,,0,1,6.4,8,ìå,8,1,2,8,1,63,8,1
2024/10/13 12:00:00,30.4,8,1,0,1,8,1,,,0,1,,,0,1,3.12,8,1,,0,1,7.9,8,ìå,8,1,2,8,1,62,8,1
2024/10/13 13:00:00,30.6,8,1,0,1,8,1,,,0,1,,,0,1,3.15,8,1,,0,1,7.6,8,ìåìÏìå,8,1,2,8,1,63,8,1
2024/10/13 14:00:00,29.7,8,1,0,1,8,1,,,0,1,,,0,1,2.23,8,1,,0,1,7.7,8,ìå,8,1,2,8,1,65,8,1
2024/10/13 15:00:00,29.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,2.16,8,1,,0,1,8.0,8,ìå,8,1,2,8,1,65,8,1
2024/10/13 16:00:00,29.4,8,1,0,1,8,1,,,0,1,,,0,1,1.09,8,1,,0,1,7.0,8,ìå,8,1,2,8,1,64,8,1
2024/10/13 17:00:00,28.5,8,1,0,1,8,1,,,0,1,,,0,1,0.38,8,1,,0,1,6.7,8,ìå,8,1,4,8,1,67,8,1
2024/10/13 18:00:00,28.1,8,1,0,1,8,1,,,0,1,,,0,1,0.09,8,1,,0,1,6.4,8,ìå,8,1,2,8,1,69,8,1
2024/10/13 19:00:00,27.8,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,6.4,8,ìåñkìå,8,1,2,8,1,70,8,1
2024/10/13 20:00:00,27.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.6,8,ìå,8,1,2,8,1,68,8,1
2024/10/13 21:00:00,27.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,5.3,8,ìå,8,1,2,8,1,69,8,1
2024/10/13 22:00:00,27.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.4,8,ìåñkìå,8,1,2,8,1,67,8,1
2024/10/13 23:00:00,27.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.4,8,ìå,8,1,4,8,1,65,8,1
2024/10/14 00:00:00,27.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.0,8,ìåñkìå,8,1,4,8,1,66,8,1
2024/10/14 1:00:00,26.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.3,8,ìå,8,1,4,8,1,65,8,1
2024/10/14 2:00:00,26.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.0,8,ìå,8,1,2,8,1,66,8,1
2024/10/14 3:00:00,26.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.6,8,ìåñkìå,8,1,2,8,1,68,8,1
2024/10/14 4:00:00,26.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.6,8,ìåñkìå,8,1,2,8,1,68,8,1
2024/10/14 5:00:00,26.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.7,8,ñkìå,8,1,2,8,1,69,8,1
2024/10/14 6:00:00,26.2,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,3.4,8,ñkìå,8,1,2,8,1,66,8,1
2024/10/14 7:00:00,25.9,8,1,0,1,8,1,,,0,1,,,0,1,0.06,8,1,,0,1,3.2,8,ìåñkìå,8,1,2,8,1,68,8,1
2024/10/14 8:00:00,27.5,8,1,0,1,8,1,,,0,1,,,0,1,0.58,8,1,,0,1,3.7,8,ìåñkìå,8,1,2,8,1,65,8,1
2024/10/14 9:00:00,28.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.25,8,1,,0,1,5.5,8,ìåñkìå,8,1,2,8,1,60,8,1
2024/10/14 10:00:00,29.4,8,1,0,1,8,1,,,0,1,,,0,1,2.10,8,1,,0,1,5.0,8,ìå,8,1,2,8,1,58,8,1
2024/10/14 11:00:00,30.4,8,1,0,1,8,1,,,0,1,,,0,1,2.33,8,1,,0,1,5.4,8,ìå,8,1,2,8,1,57,8,1
2024/10/14 12:00:00,29.5,8,1,0,1,8,1,,,0,1,,,0,1,2.64,8,1,,0,1,4.2,8,ìåñkìå,8,1,2,8,1,60,8,1
2024/10/14 13:00:00,30.0,8,1,0.0,0,8,1,,,0,1,,,0,1,2.76,8,1,,0,1,5.5,8,ìåñkìå,8,1,2,8,1,57,8,1
2024/10/14 14:00:00,30.2,8,1,0,1,8,1,,,0,1,,,0,1,2.62,8,1,,0,1,5.1,8,ìåñkìå,8,1,2,8,1,52,8,1
2024/10/14 15:00:00,30.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,2.50,8,1,,0,1,4.9,8,ìåñkìå,8,1,2,8,1,54,8,1
2024/10/14 16:00:00,28.9,8,1,0,1,8,1,,,0,1,,,0,1,1.15,8,1,,0,1,5.0,8,ìåñkìå,8,1,4,8,1,63,8,1
2024/10/14 17:00:00,28.5,8,1,0,1,8,1,,,0,1,,,0,1,0.72,8,1,,0,1,5.0,8,ìåñkìå,8,1,4,8,1,66,8,1
2024/10/14 18:00:00,28.1,8,1,0,1,8,1,,,0,1,,,0,1,0.16,8,1,,0,1,4.4,8,ìåñkìå,8,1,4,8,1,67,8,1
2024/10/14 19:00:00,28.0,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,3.6,8,ìåñkìå,8,1,2,8,1,67,8,1
2024/10/14 20:00:00,28.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.1,8,ñkìå,8,1,4,8,1,68,8,1
2024/10/14 21:00:00,27.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,2.8,8,ñkìå,8,1,4,8,1,72,8,1
2024/10/14 22:00:00,27.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.9,8,ñkñkìå,8,1,2,8,1,75,8,1
2024/10/14 23:00:00,25.9,8,1,0.5,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.1,8,ñkìå,8,1,2,8,1,88,8,1
2024/10/15 00:00:00,26.3,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.0,8,ñkñkìå,8,1,2,8,1,86,8,1
2024/10/15 1:00:00,26.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.0,8,ñkìå,8,1,2,8,1,86,8,1
2024/10/15 2:00:00,26.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.3,8,ñkñkìå,8,1,2,8,1,85,8,1
2024/10/15 3:00:00,26.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.0,8,ñkìå,8,1,2,8,1,86,8,1
2024/10/15 4:00:00,26.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.2,8,ñkìå,8,1,2,8,1,87,8,1
2024/10/15 5:00:00,26.4,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,1.8,8,ñkñkìå,8,1,10,8,1,86,8,1
2024/10/15 6:00:00,26.4,8,1,0.0,0,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,2.4,8,ñkñkìå,8,1,2,8,1,87,8,1
2024/10/15 7:00:00,26.3,8,1,0,1,8,1,,,0,1,,,0,1,0.01,8,1,,0,1,2.0,8,ñkñkìå,8,1,15,8,1,88,8,1
2024/10/15 8:00:00,26.6,8,1,0,1,8,1,,,0,1,,,0,1,0.10,8,1,,0,1,2.3,8,ñkñkìå,8,1,4,8,1,88,8,1
2024/10/15 9:00:00,27.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.18,8,1,,0,1,3.0,8,ñkñkìå,8,1,4,8,1,87,8,1
2024/10/15 10:00:00,26.7,8,1,0.0,0,8,1,,,0,1,,,0,1,0.58,8,1,,0,1,2.9,8,ìÏìå,8,1,10,8,1,90,8,1
2024/10/15 11:00:00,25.6,8,1,11.5,0,8,1,,,0,1,,,0,1,0.17,8,1,,0,1,4.0,8,ñkìå,8,1,15,8,1,94,8,1
2024/10/15 12:00:00,27.6,8,1,0.0,0,8,1,,,0,1,,,0,1,1.58,8,1,,0,1,3.2,8,ñk,8,1,4,8,1,86,8,1
2024/10/15 13:00:00,28.6,8,1,0.0,0,8,1,,,0,1,,,0,1,1.68,8,1,,0,1,2.4,8,ñkìå,8,1,4,8,1,84,8,1
2024/10/15 14:00:00,29.0,8,1,0,1,8,1,,,0,1,,,0,1,1.12,8,1,,0,1,2.9,8,ñkñkìå,8,1,4,8,1,81,8,1
2024/10/15 15:00:00,28.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.11,8,1,,0,1,3.1,8,ñk,8,1,4,8,1,82,8,1
2024/10/15 16:00:00,29.1,8,1,0.0,0,8,1,,,0,1,,,0,1,0.71,8,1,,0,1,2.9,8,ñk,8,1,4,8,1,81,8,1
2024/10/15 17:00:00,29.0,8,1,0,1,8,1,,,0,1,,,0,1,0.58,8,1,,0,1,3.0,8,ñkñkìå,8,1,4,8,1,79,8,1
2024/10/15 18:00:00,28.3,8,1,0,1,8,1,,,0,1,,,0,1,0.07,8,1,,0,1,2.5,8,ñkñkìå,8,1,4,8,1,77,8,1
2024/10/15 19:00:00,28.1,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,3.0,8,ñkìå,8,1,2,8,1,83,8,1
2024/10/15 20:00:00,28.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.8,8,ñkñkìå,8,1,4,8,1,84,8,1
2024/10/15 21:00:00,27.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,3.5,8,ñkñkìå,8,1,2,8,1,84,8,1
2024/10/15 22:00:00,27.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.4,8,ñkìå,8,1,2,8,1,86,8,1
2024/10/15 23:00:00,27.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.7,8,ñkìå,8,1,4,8,1,87,8,1
2024/10/16 00:00:00,27.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.9,8,ñkìå,8,1,2,8,1,86,8,1
2024/10/16 1:00:00,26.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,1.5,8,ñk,8,1,2,8,1,88,8,1
2024/10/16 2:00:00,26.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,1.5,8,ñkìå,8,1,2,8,1,89,8,1
2024/10/16 3:00:00,26.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,0.9,8,ñkìå,8,1,2,8,1,90,8,1
2024/10/16 4:00:00,26.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.4,8,ìåìÏìå,8,1,2,8,1,90,8,1
2024/10/16 5:00:00,26.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,1.9,8,ìåìÏìå,8,1,2,8,1,93,8,1
2024/10/16 6:00:00,26.2,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,1.3,8,ìåìÏìå,8,1,2,8,1,93,8,1
2024/10/16 7:00:00,26.6,8,1,0,1,8,1,,,0,1,,,0,1,0.08,8,1,,0,1,2.1,8,ìåìÏìå,8,1,4,8,1,92,8,1
2024/10/16 8:00:00,27.1,8,1,0,1,8,1,,,0,1,,,0,1,0.20,8,1,,0,1,2.3,8,ìåìÏìå,8,1,4,8,1,90,8,1
2024/10/16 9:00:00,28.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.84,8,1,,0,1,1.7,8,ìåìÏìå,8,1,2,8,1,85,8,1
2024/10/16 10:00:00,28.8,8,1,0,1,8,1,,,0,1,,,0,1,1.46,8,1,,0,1,2.3,8,ìåìÏìå,8,1,2,8,1,80,8,1
2024/10/16 11:00:00,29.2,8,1,0.0,0,8,1,,,0,1,,,0,1,0.94,8,1,,0,1,1.3,8,ìåñkìå,8,1,10,8,1,80,8,1
2024/10/16 12:00:00,27.0,8,1,13.0,0,8,1,,,0,1,,,0,1,0.64,8,1,,0,1,2.1,8,ñkìå,8,1,10,8,1,87,8,1
2024/10/16 13:00:00,27.5,8,1,23.5,0,8,1,,,0,1,,,0,1,0.93,8,1,,0,1,2.9,8,ñkêº,8,1,10,8,1,93,8,1
2024/10/16 14:00:00,27.7,8,1,3.5,0,8,1,,,0,1,,,0,1,2.28,8,1,,0,1,1.8,8,ñkñkêº,8,1,10,8,1,87,8,1
2024/10/16 15:00:00,28.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,2.18,8,1,,0,1,1.6,8,ñk,8,1,10,8,1,84,8,1
2024/10/16 16:00:00,28.3,8,1,0.0,0,8,1,,,0,1,,,0,1,1.37,8,1,,0,1,2.4,8,ñkñkìå,8,1,10,8,1,79,8,1
2024/10/16 17:00:00,27.6,8,1,0.0,0,8,1,,,0,1,,,0,1,0.24,8,1,,0,1,0.6,8,ñkìå,8,1,4,8,1,88,8,1
2024/10/16 18:00:00,28.0,8,1,0.0,0,8,1,,,0,1,,,0,1,0.16,8,1,,0,1,3.1,8,ñkñkìå,8,1,4,8,1,83,8,1
2024/10/16 19:00:00,27.3,8,1,0.0,0,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,2.3,8,ìåñkìå,8,1,4,8,1,86,8,1
2024/10/16 20:00:00,27.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.2,8,ìåñkìå,8,1,4,8,1,89,8,1
2024/10/16 21:00:00,27.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,2.7,8,ìå,8,1,2,8,1,91,8,1
2024/10/16 22:00:00,27.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.4,8,ìå,8,1,2,8,1,89,8,1
2024/10/16 23:00:00,27.2,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.0,8,ìåìÏìå,8,1,2,8,1,88,8,1
2024/10/17 00:00:00,27.0,8,1,0.5,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.3,8,ìåìÏìå,8,1,2,8,1,89,8,1
2024/10/17 1:00:00,26.7,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.2,8,ìÏìå,8,1,2,8,1,88,8,1
2024/10/17 2:00:00,26.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.4,8,ìåìÏìå,8,1,2,8,1,86,8,1
2024/10/17 3:00:00,26.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.0,8,ìåìÏìå,8,1,2,8,1,87,8,1
2024/10/17 4:00:00,26.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.1,8,ìåìÏìå,8,1,2,8,1,87,8,1
2024/10/17 5:00:00,26.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.6,8,ìåìÏìå,8,1,2,8,1,87,8,1
2024/10/17 6:00:00,26.2,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,2.4,8,ìåìÏìå,8,1,2,8,1,87,8,1
2024/10/17 7:00:00,26.3,8,1,0,1,8,1,,,0,1,,,0,1,0.05,8,1,,0,1,3.1,8,ìåìÏìå,8,1,2,8,1,86,8,1
2024/10/17 8:00:00,27.7,8,1,0,1,8,1,,,0,1,,,0,1,0.61,8,1,,0,1,2.6,8,ìåìÏìå,8,1,2,8,1,83,8,1
2024/10/17 9:00:00,29.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.42,8,1,,0,1,4.9,8,ìåìÏìå,8,1,2,8,1,77,8,1
2024/10/17 10:00:00,29.5,8,1,0,1,8,1,,,0,1,,,0,1,2.11,8,1,,0,1,4.7,8,ìå,8,1,2,8,1,72,8,1
2024/10/17 11:00:00,30.5,8,1,0,1,8,1,,,0,1,,,0,1,2.53,8,1,,0,1,4.3,8,ìå,8,1,2,8,1,73,8,1
2024/10/17 12:00:00,30.8,8,1,0,1,8,1,,,0,1,,,0,1,2.91,8,1,,0,1,4.0,8,ìåñkìå,8,1,2,8,1,69,8,1
2024/10/17 13:00:00,30.6,8,1,0,1,8,1,,,0,1,,,0,1,2.55,8,1,,0,1,4.6,8,ìåñkìå,8,1,2,8,1,67,8,1
2024/10/17 14:00:00,30.2,8,1,0,1,8,1,,,0,1,,,0,1,2.88,8,1,,0,1,3.2,8,ìå,8,1,4,8,1,68,8,1
2024/10/17 15:00:00,29.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.14,8,1,,0,1,3.3,8,ìåñkìå,8,1,2,8,1,70,8,1
2024/10/17 16:00:00,29.0,8,1,0,1,8,1,,,0,1,,,0,1,0.40,8,1,,0,1,3.5,8,ìå,8,1,4,8,1,80,8,1
2024/10/17 17:00:00,28.7,8,1,0,1,8,1,,,0,1,,,0,1,0.26,8,1,,0,1,4.1,8,ìå,8,1,4,8,1,75,8,1
2024/10/17 18:00:00,27.2,8,1,0.0,0,8,1,,,0,1,,,0,1,0.18,8,1,,0,1,5.3,8,ìåñkìå,8,1,10,8,1,85,8,1
2024/10/17 19:00:00,25.5,8,1,0.0,0,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,8.0,8,ìå,8,1,10,8,1,93,8,1
2024/10/17 20:00:00,25.4,8,1,7.5,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.7,8,ìåìÏìå,8,1,10,8,1,91,8,1
2024/10/17 21:00:00,25.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,3.6,8,ìåìÏìå,8,1,2,8,1,92,8,1
2024/10/17 22:00:00,26.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.3,8,ìåìÏìå,8,1,2,8,1,92,8,1
2024/10/17 23:00:00,26.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.0,8,ìåìÏìå,8,1,2,8,1,90,8,1
2024/10/18 00:00:00,26.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.7,8,ìåìÏìå,8,1,2,8,1,86,8,1
2024/10/18 1:00:00,26.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.5,8,ìÏìå,8,1,2,8,1,87,8,1
2024/10/18 2:00:00,26.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.7,8,ìåìÏìå,8,1,2,8,1,87,8,1
2024/10/18 3:00:00,26.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.7,8,ìåìÏìå,8,1,2,8,1,89,8,1
2024/10/18 4:00:00,26.9,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.8,8,ìåìÏìå,8,1,2,8,1,89,8,1
2024/10/18 5:00:00,26.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.1,8,ìåìÏìå,8,1,2,8,1,89,8,1
2024/10/18 6:00:00,26.7,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,3.3,8,ìåìÏìå,8,1,2,8,1,89,8,1
2024/10/18 7:00:00,26.9,8,1,0,1,8,1,,,0,1,,,0,1,0.03,8,1,,0,1,3.6,8,ìåìÏìå,8,1,2,8,1,89,8,1
2024/10/18 8:00:00,28.3,8,1,0,1,8,1,,,0,1,,,0,1,0.55,8,1,,0,1,3.5,8,ìåìÏìå,8,1,2,8,1,85,8,1
2024/10/18 9:00:00,29.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.16,8,1,,0,1,4.5,8,ìåìÏìå,8,1,2,8,1,79,8,1
2024/10/18 10:00:00,30.5,8,1,0,1,8,1,,,0,1,,,0,1,1.60,8,1,,0,1,5.2,8,ìÏìå,8,1,2,8,1,75,8,1
2024/10/18 11:00:00,30.2,8,1,0,1,8,1,,,0,1,,,0,1,2.16,8,1,,0,1,4.4,8,ìåìÏìå,8,1,2,8,1,73,8,1
2024/10/18 12:00:00,30.7,8,1,0.0,0,8,1,,,0,1,,,0,1,1.86,8,1,,0,1,5.4,8,ìÏìå,8,1,2,8,1,70,8,1
2024/10/18 13:00:00,31.1,8,1,0.0,0,8,1,,,0,1,,,0,1,2.35,8,1,,0,1,5.0,8,ìÏìå,8,1,2,8,1,70,8,1
2024/10/18 14:00:00,30.2,8,1,0,1,8,1,,,0,1,,,0,1,1.52,8,1,,0,1,5.0,8,ìåìÏìå,8,1,2,8,1,73,8,1
2024/10/18 15:00:00,29.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.42,8,1,,0,1,4.0,8,ìåìÏìå,8,1,2,8,1,76,8,1
2024/10/18 16:00:00,30.0,8,1,0,1,8,1,,,0,1,,,0,1,1.24,8,1,,0,1,4.7,8,ìåìÏìå,8,1,2,8,1,70,8,1
2024/10/18 17:00:00,29.0,8,1,0,1,8,1,,,0,1,,,0,1,0.83,8,1,,0,1,4.9,8,ìå,8,1,2,8,1,75,8,1
2024/10/18 18:00:00,28.4,8,1,0,1,8,1,,,0,1,,,0,1,0.23,8,1,,0,1,5.3,8,ìåìÏìå,8,1,2,8,1,78,8,1
